   [38;2;150;108;75m-[38;2;150;108;75m\ 
Multiple apps found matching input criteria. Please refine the input.
Name                                  Id                                  Version
Mp3tag                                Mp3tag.Mp3tag                       3.01
Mu                                    Mu.Mu                               1.0.3
Mubu                                  Mubu.Mubu                           1.2.4
MullvadVPN                            MullvadVPN.MullvadVPN               2020.4
Mumble                                Mumble.Mumble                       1.3.1
Musescore                             Musescore.Musescore                 3.4.2
MusicBrainz Picard                    MusicBrainz.Picard                  2.3.2
MY.GAMES GameCenter                   MyGames.GameCenter                  4.0.1569.53606
Nullsoft Scriptable Install System    NSIS.NSIS                           3.05
NVDA                                  NVAccess.NVDA                       2020.1
TrackMania Nations Forever            Nadeo.TrackManiaNationsForever      2.11.26
Packet Sender                         NagleCode.PacketSender              6.2.3
Beatdrop                              NathanielJohns.Beatdrop             2.6.2
Nelson                                NelsonNumericalSoftware.Nelson      0.4.6
NeoLoad                               Neotys.NeoLoad                      7.3
Netease Cloud Music                   Netease.CloudMusic                  2.7.1.198242
Tux Paint                             NewBreedSoftware.TuxPaint           0.9.23
Tux Paint Stamps                      NewBreedSoftware.TuxPaintStamps     2018.09.01
Riot                                  NewVector.Riot                      1.6.2.0
Nextcloud Desktop                     Nextcloud.NextcloudDesktop          2.6.4
ScreenToGif                           NickeManarin.ScreenToGif            2.25.0
NimbusWeb                             NimbusWeb.NimbusWeb                 6.10.34
BlueScreenView                        NirSoft.BlueScreenView              1.55
Nodist                                Nodist.Nodist                       0.9.1
NordVPN                               NordVPN.NordVPN                     6.30.10
Notepad++                             Notepad++.Notepad++                 7.8.8
Notepads                              Notepads.Notepads                   1.3.8.0
Notion                                Notion.Notion                       2.0.8
Nutstore                              Nutstore.Nutstore                   5.1.8.0
Nvidia GeForce Experience             Nvidia.GeForceExperience            3.20.3.63
OBS Studio                            OBSProject.OBSStudio                25.0.8
Desktop Editors                       ONLYOFFICE.DesktopEditors           5.5.1
QGIS                                  OSGeo.QGIS                          3.14.0
QGIS LTR                              OSGeo.QGIS_LTR                      3.10.6
Olive Video Editor                    OliveTeam.OliveVideoEditor          0.1.0
Ueli                                  Oliverschwendener.Ueli              8.7.0
Node.js                               OpenJS.Nodejs                       14.4.0
4K Video Downloader Free              OpenMedia.4KVideoDownloader         4.12.4.3660
OpenRA                                OpenRA.OpenRA                       20200503
OpenSCAD                              OpenSCAD.OpenSCAD                   2019.05
OpenShot                              OpenShot.OpenShot                   2.5.1
FlashFXP                              OpenSight.FlashFXP                  5.4.0
OpenTTD                               OpenTTD.OpenTTD                     1.10.1
OpenVPN                               OpenVPNTechnologies.OpenVPN         2.4.9
OpenVPN Connect V3 Beta               OpenVPNTechnologies.OpenVPNConnect  3.1.3.713
Opera                                 Opera.Opera                         69.0.3686.36
Opera GX                              Opera.OperaGX                       68.0.3618.142
JavaRuntimeEnvironment                Oracle.JavaRuntimeEnvironment       8.0.251
MySQL                                 Oracle.MySQL                        8.0.20
VirtualBox                            Oracle.VirtualBox                   6.1.10
OutSystems Service Studio             OutSystems.ServiceStudio            11.7.12.0
GetDiz                                Outertech.GetDiz                    4.9.1.0
PDFsam                                PDFsam.PDFsam                       4.1.3
Paradox Launcher                      ParadoxInteractive.ParadoxLauncher  1.8.4
Parsec                                ParsecCloudInc.Parsec               150.36
MSIXCommander                         PascalBerger.MSIXCommander          1.0.7.5
Beaker Browser                        PaulFrazee.BeakerBrowser            0.8.10
AdvancedRestClient                    PawelPsztyc.AdvancedRestClient      15.0.5
Cacher                                PenguinLabs.Cacher                  202.30.4
Helix Visual Merge Tool (P4Merge)     Perforce.P4Merge                    2020.1
Persepolis                            PersepolisDownloadManager.Persep... 3.2.0.0
Transmission Remote GUI               PeterDaveHello.TransmissionRemot... 5.18.0
PicGo                                 PicGo.PicGo                         2.2.2
PicoTorrent                           PicoTorrent.PicoTorrent             0.18.0
Pidgin IM                             Pidgin.Pidgin                       2.13.0
CCleaner                              Piriform.CCleaner                   5.68.7820
Defraggler                            Piriform.Defraggler                 2.22.995
Recuva                                Piriform.Recuva                     1.53.1087
Speccy                                Piriform.Speccy                     1.32.740
PlayStation Now                       PlayStation.PSNow                   11.1.2
Playnite                              Playnite.Playnite                   7.7
Plexamp                               Plex.Plexamp                        3.1.0
Plex Media Server                     Plex.plexmediaserver                1.19.4.2935
PDFill                                PlotSoft.PDFill                     14.0 Build 2
PokerTH                               PokerTH.PokerTH                     1.1.2
Postbox                               Postbox.Postbox                     7.0.18
PostgreSQL                            PostgreSQL.PostgreSQL               12.3
pgAdmin4                              PostgreSQL.pgAdmin                  4.22.0.0
Postman                               Postman.Postman                     7.26.0
ProtonVPN                             ProtonVPN.ProtonVPN                 1.15.0
PuTTY                                 PuTTY.PuTTY                         0.74
puppet                                PuppetLabs.puppet                   3.8.7.0
i2pd                                  PurpleI2P.i2pd                      2.32.0
Python                                Python.Python                       3.8.3
QuickLook                             QL-Win.QuickLook                    3.6.9
QMPlay2                               QMPlay2.QMPlay2                     19.12.19
QTextPad                              QTextPad.QTextPad                   1.4
Qalculate!                            Qalculate.Qalculate                 3.11.0
Quick Pad                             QuickPad.QuickPad                   4.4.2.0
Quicken                               Quicken.Quicken                     27.1.26.23
Red Eclipse                           QuintonReeves.RedEclipse            2.0.0
QuiteRSS                              QuiteRSS.QuiteRSS                   0.19.4
Qv2ray                                Qv2ray.Qv2ray                       2.5.0
WinRAR                                RARLab.WinRAR                       5.90
HWiNFO                                REALiX.HWiNFO                       6.28
RProject R                            RProject.R                          4.0.2
RStudio Desktop                       RStudio.RStudio                     1.3.959
AssaultCube                           RabidViperProductions.AssaultCube   1.2.0.2
Winamp                                Radionomy.Winamp                    5.8.3660-Beta
Rambox Community Edition              Rambox.RamboxCE                     0.7.5
Raspberry Pi Imager                   RaspberryPiFoundation.RaspberryP... 1.2
RawTherapee                           RawTherapee.RawTherapee             5.8
VNCViewer                             RealVNC.VNCViewer                   6.0.0
CemUI                                 RedDucks.CemUI                      2.3.3
Renode                                Renode.Renode                       1.9.0
ResponsivelyApp                       ResponsivelyApp.ResponsivelyApp     0.1.5
Retroshare                            Retroshare.Retroshare               0.6.5
RevoUninstaller                       RevoUninstaller.RevoUninstaller     2.1.5
RevoUninstallerPro                    RevoUninstaller.RevoUninstallerPro  4.3.1
NSwagStudio                           RicoSuter.NSwagStudio               13.6.1.0
Ricochet                              RicochetIM.Ricochet                 1.1.4
League Of Legends EUW                 RiotGames.LeagueOfLegends           1.0.0.0
Valorant                              RiotGames.Valorant                  1.0.0.0
Rocket.Chat                           RocketChat.RocketChat               2.17.9
RoyalTS                               RoyalApps.RoyalTS                   5.02.60420.0
Ruby                                  RubyInstallerTeam.Ruby              2.7.1
Ruby with DevKit                      RubyInstallerTeam.RubyWithDevKit    2.7.1.1
Rufus                                 Rufus.Rufus                         3.10
rustup                                Rust.rustup                         1.21.1
rust-gnu                              Rustlang.rust-gnu                   1.44.0
rust-gnu                              Rustlang.rust-gnu-x64               1.44.1
rust-gnu                              Rustlang.rust-gnu-x86               1.44.1
rust-msvc                             Rustlang.rust-msvc                  1.44.0
rust-gnu                              Rustlang.rust-msvc-x64              1.44.1
rust-msvc                             Rustlang.rust-msvc-x86              1.44.1
Steel Bank Common Lisp                SBCL.SBCL                           2.0.0
Jami                                  SFLinux.Jami                        202005111654
Linrad                                SM5BSZ.Linrad                       04.14a
SMPlayer                              SMPlayer.SMPlayer                   20.4.2
DB Browser for SQLite                 SQLiteBrowser.SQLiteBrowser         3.11.2
SSHFS-Win                             SSHFS-Win.SSHFS-Win                 3.5.20024
SVG Explorer Extension                SVGExplorerExtension.SVGExplorer... 0.1.1
CaesiumPH                             SaeraSoft.CaesiumPH                 0.9.5
SageMath                              SageMath.SageMath                   9.0
WinCompose                            SamHocevar.WinCompose               0.9.4
Google Play Music Desktop Player      SamuelAttard.GooglePlayMusicDesk... 4.7.1
DYMO Connect                          SanfordLP.DYMOConnect               1.3.1
Trezor Bridge                         SatoshiLabs.TrezorBridge            2.0.27
FFFTP                                 Sayuri.FFFTP                        4.7
Scilab                                Scilab.Scilab                       6.1.0
Beyond Compare 4                      ScooterSoftware.BeyondCompare4      4.3.4.24657
ScummVM                               ScummVM.ScummVM                     2.1.2
PDF Desktop                           Sejda.PDFDesktop                    6.0.8.0
Econap                                SelectCode.econap                   1.3.4.0
ShareX                                ShareX.ShareX                       13.1.0
Signal                                Signal.Signal                       1.34.3
Citycraft Launcher                    Simon511000.CitycraftLauncher       1.9.9
Enpass                                Sinew.Enpass                        6.4.2.669
CCEnhancer                            SingularLabs.CCEnhancer             4.5.6
Slack                                 SlackTechnologies.Slack             4.6.0
SoapUI Open Source                    SmartBear.SoapUIOpenSource          5.5.0
IsoBuster                             SmartProjects.IsoBuster             4.5
Snoop                                 SnoopWpf.Snoop                      3.0.0-alpha0116
Free Download Manager                 SoftDeluxe.FreeDownloadManager      6.10.0.3016
SoftPerfectNetworkScanner             SoftPerfect.SoftPerfectNetworkSc... 7.2.8
Controller                            Sonos.Controller                    12.0.1
S1 Controller                         Sonos.S1Controller                  11.2
HackFonts                             SourceFoundry.HackFonts             1.6.0
Viscosity                             SparkLabs.Viscosity                 1.8.5.1
OpenVPN Configuration Generator       SparkLabs.openvpn-configuration-... 1.0.7
SpeedCrunch                           SpeedCrunch.SpeedCrunch             0.12
Spotify                               Spotify.Spotify                     1.1.35.458
StandardNotes                         StandardNotes.StandardNotes         3.4.1
Start10                               Stardock.Start10                    1.94
SteelSeriesEngine                     SteelSeries.SteelSeriesEngine       3.17.9
GitHubReleaseNotes                    StefHeyenrath.GitHubReleaseNotes    1.0.5.3
Franz                                 StefanMalzner.Franz                 5.5.0
Stellarium                            Stellarium.Stellarium               0.20.2
Strawberry Perl                       StrawberryPerl.StrawberryPerl       5.30.2.1
StreamlabsOBS                         Streamlabs.StreamlabsOBS            0.21.2
Streamlink                            Streamlink.Streamlink               1.4.1
Stretchly                             Stretchly.Stretchly                 0.21.1.0
Stride                                Stride.Stride                       5.0.1
Write                                 StylusLabs.Write                    3.0.0
Sublime Merge                         SublimeHQ.SublimeMerge              1119
Sublime Text                          SublimeHQ.SublimeText               3.2.2
SumatraPDF                            SumatraPDF.SumatraPDF               3.2
SuperTuxKart                          SuperTuxKart.SuperTuxKart           1.1.0
010Editor                             SweetScape.010Editor                10.0.2
SyncTrayzor                           SyncTrayzor.SyncTrayzor             1.1.24
WinCDEmu                              Sysprogs.WinCDEmu                   4.1
Bulk Rename Utility                   TGRMNSoftware.BulkRenameUtility     3.3.1.0
MTPutty                               TTYPlus.MTPutty                     1.7
TeX Live                              TUG.TeXLive                         2019
Taisei                                Taisei.Taisei                       1.3.1
Taskade                               Taskade.Taskade                     3.1.1
TeXstudio                             TeXstudio.TeXstudio                 2.12.22
TeXworks                              TeXworks.TeXworks                   0.6.5
Lidarr                                TeamLidarr.Lidarr                   0.7.1
Teamspeak Client                      TeamSpeakSystems.TeamSpeakClient    3.5.3.0
TeamViewer                            TeamViewer.TeamViewer               15.7.6
GPU-Z                                 TechPowerUp.GPU-Z                   2.32.0
Camtasia                              TechSmith.Camtasia                  2020.0.2
Snagit                                TechSmith.Snagit                    6.10.34
Telegram Desktop                      Telegram.TelegramDesktop            2.1.10
Fiddler                               Telerik.Fiddler                     5.0.20202.18177
Fox WeiQi                             Tencent.FoxWQ_cn                    1.80.514.8
QQPlayer                              Tencent.QQPlayer_cn                 4.6.3.1104
Tencent Meeting                       Tencent.TencentMeeting              1.5.0.454
Tencent Video                         Tencent.TencentVideo                10.35.1044.0
VooV Meeting                          Tencent.VoovMeeting                 1.2.10.510
Tencent WeChat                        Tencent.WeChat                      2.9.0.1000
Weiyun                                Tencent.Weiyun                      3.9.0
teraterm                              TeraTermProject.teraterm            4.105
TI Connect CE                         TexasInstruments.TIConnectCE        5.4
Texmaker                              Texmaker.Texmaker                   5.0.4
SecureDNS.Terminal                    Texnomic.SecureDNS.Terminal         0.3-alpha
Dimension 4                           ThinkingManSoftware.Dimension4      5.31.331.0
Tiled                                 Tiled.Tiled                         1.3.5
FileZilla                             TimKosse.FilezillaClient            3.48.1
Toggl Desktop                         Toggl.TogglDesktop                  7.5.46
Colorpicker                           Toinane.Colorpicker                 2.0.3
Internet Download Manager             Tonec.InternetDownloadManager       6.37.14.1
ImageView                             TonyPottier.ImageView               2.0.0
System Information for Windows        TopalaSoftwareSolutions.SIW         10.3.3.20200602
TorGuard                              TorGuard.TorGuard                   3.98.13
TortoiseGit                           TortoiseGit.TortoiseGit             2.10.0.2
TortoiseHg                            TortoiseHg.TortoiseHg               5.0.2
TortoiseSVN                           TortoiseSVN.TortoiseSVN             1.14.0
TranslucentTB                         TranslucentTB.TranslucentTB         8.0.0.0
Transmission                          Transmission.Transmission           3.0.0
Trillian                              Trillian.Trillian                   6.3.0.5
TunnelBear                            TunnelBear.TunnelBear               4.2.10
Authy                                 Twilio.Authy                        1.8.1
Electorrent                           Tympanix.Electorrent                2.7.1.390
TypeFaster Typing Tutor               TypeFaster.TypeFaster               0.4.2
Typora                                Typora.Typora                       0.9.89
LightBulb                             Tyrrrz.LightBulb                    2.1.0
BOINC                                 UCBerkeley.BOINC                    7.16.7
UniFi Network Controller for Windows  Ubiquiti.UniFiNetworkController     5.12.72
Uplay                                 Ubisoft.Uplay                       110.0.8149.0
Cura                                  Ultimaker.Cura                      4.6.1
UltraVNC                              UltraVNC.UltraVNC                   1.2.4.0
Unity Hub                             UnityTechnologies.UnityHub          2.3.2.0
Weka                                  UniversityOfWaikato.Weka            3.8.4
Foldit                                UniversityOfWashington.Foldit       20180312-1714...
VoiceMeeter Banana                    VB-Audio.VoiceMeeterBanana          2.0.5.3
VCV Rack                              VCVRack.VCVRack                     1.1.6
VMware Horizon Client                 VMware.HorizonClient                5.4.2
VMware Workstation Player             VMware.WorkstationPlayer            15.5.2
VMware Workstation Pro                VMware.WorkstationPro               15.5.2
VSCodium                              VSCodium.VSCodium                   1.46.1
Steam                                 Valve.Steam                         2.10.91.91
VLC media player                      VideoLAN.VLC                        3.0.11
Harmony                               VincentL.Harmony                    0.9.1
Virtual Magnifying Glass              VirtualMagnifyingGlass.VirtualMa... 3.6
Vivaldi                               VivaldiTechnologies.Vivaldi         3.1.1929.40
VREW                                  VoyagerX.Vrew                       0.4.18
Local                                 WPEngine.Local                      5.5.3
Waterfox                              Waterfox.Waterfox                   2020.05
WebTorrent Desktop                    WebTorrent.Desktop                  0.21.0
Ghostwriter                           WereTurtle.Ghostwriter              1.7.1
The Battle for Wesnoth                Wesnoth.BattleForWesnoth            1.14.12
Markdown Monster                      WestWind.MarkdownMonster            1.23.0
WhatsApp                              WhatsApp.WhatsApp                   2.2023.2
0 A.D.                                WildfireGames.0AD                   0.0.23b
win32diskimager                       Win32diskimager.win32diskimager     1.0.0
WinDirStat: Windows Directory Stat... WinDirStat.WinDirStat               1.1.2
WinFsp                                WinFsp.WinFsp                       1.6.20027
WinMerge                              WinMerge.WinMerge                   2.16.6
WinSCP                                WinSCP.WinSCP                       5.17.6
Ryzom                                 WinchGate.Ryzom                     3.6
Windscribe                            Windscribe.Windscribe               1.83 Build 18
Wings3D                               Wings3D.Wings3D                     2.2.5
Wireguard                             Wireguard.Wireguard                 0.1.1
Wireshark                             WiresharkFoundation.Wireshark       3.2.4
Workrave                              Workrave.Workrave                   1.10.44
Wox                                   Wox.Wox                             1.4.1196
x2goclient                            X2go.x2goclient                     4.1.2.2
X-Moto                                XMoto.XMoto                         0.6.0
HTTrack Website Copier                XavierRoche.HTTrack                 3.49.2
XnViewClassic                         XnSoft.XnViewClassic                2.49.3
XnViewMP                              XnSoft.XnViewMP                     0.94.1
XunLeiX                               XunLei.xunleix                      10.1.34.800
XunleiMediaPlayer                     Xunlei.XunleiMediaPlayer            6.1.7.810
Yarn                                  Yarn.Yarn                           1.22.4
YoudaoDict                            Youdao.YoudaoDict                   8.9
YoudaoNote                            Youdao.YoudaoNote                   6.10.1
YouTube Music Desktop App             Ytmdesktop.Ytmdesktop               1.11.0
Zap                                   Zap.Zap                             2.9.0
Hyper                                 Zeit.Hyper                          3.0.2.1510
Zettlr                                Zettlr.Zettlr                       1.6.0
Zint Barcode Generator                Zint.Zint                           2.4.2.0
Zoom                                  Zoom.Zoom                           5.1.0
Zotero                                Zotero.Zotero                       5.0.87
Zulip                                 Zulip.Zulip                         5.2.0
Zygor Client                          ZygorGuides.ZygorClient             4.3.8
Motrix                                agalwood.Motrix                     1.5.15
CoreTemp                              alcpu.CoreTemp                      1.15.1
AngryIPScanner                        angryziber.AngryIPScanner           3.7.1
Bitvise SSH Client                    bitvise.SSHClient                   8.43.0.0
bkchem                                bkchem.bkchem                       0.13.0
calibre                               calibre.calibre                     4.19.0
Media Player Classic - Home Cinema... clsid2.MPC-HC                       1.9.5
Xming                                 colinharrison.xming                 6.9.0.31
stack                                 commercialhaskell.stack             2.3.1
darktable                             darktable.darktable                 3.0.2
DBeaver Community Edition             dbeaver.dbeaver                     7.1.0
Ditto                                 ditto.ditto                         3.22.88.0
HideMe                                eVenture.HideMe                     3.4.0
ClassIn                               eeo.classin                         3.0.7.1
Evernote                              evernote.evernote                   6.24.2.8919
Yinxiang                              evernote.yinxiang                   6.20.16.1935
f.lux                                 flux.flux                           4.118
PasteIntoFile                         francescosorge.paste-into-file      2.0
Gpg4win                               gnupg.Gpg4win                       3.1.11
gnuplot                               gnuplot.gnuplot                     5.2.8
Huawei Pcmanager                      huawei.pcmanager                    10.0.2.59
PresenceLight                         isaaclevin.presencelight            2.0.49
EasyConnect                           lstratman.easyconnect               2.1.1
mRemoteNG                             mRemoteNG.mRemoteNG                 1.76.20
VcXsrv                                marha.VcXsrv                        1.20.8.1
7Zip-zstd                             mcmilk.7zip-zstd                    19.00-v1.4.5-R2
MultiBootUSB                          multibootusb.multibootusb           9.2.0
OpenHashTab                           namazso.OpenHashTab                 2.2.0
Palamedes                             nikpapa.palamedes                   0.47
ojdkbuild 14.0.1-1 (x64)              ojdkbuild.ojdkbuild                 14.0.1-1
Plex Media Player                     plex.plexmediaplayer                2.58.0.1076
qBittorrent                           qBittorrent.qBittorrent             4.2.5
remote.it                             remot3it.remoteit                   2.5.32.0
sbt                                   sbt.sbt                             1.3.8
mpv.net                               stax76.mpv.net                      5.4.8.0
WinDynamicDesktop                     t1m0thyj.WinDynamicDesktop          3.4.1
Tailscale                             tailscale.tailscale                 0.99.0.0
HandBrake                             thehandbraketeam.handbrake          1.3.2
PhotoSync                             touchbyte.PhotoSync                 4.0.3
Twinkstar Browser                     twinkstar.browser                   7.0.3000.2005
Twitch App for Windows                twitch.twitch                       8.0.0.0
reko                                  uxmal.reko                          0.9.1.0
vim                                   vim.vim                             8.2.0916
everything                            voidtools.Everything                1.4.1.969
AeroZoom                              wandersick.AeroZoom                 4.0.0.7
Zerotier                              zerotier.zerotier                   1.4.6.0
